ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Event,Medal
18,Timo Antero Aaltonen,M,31.0,189.0,130.0,Finland,FIN,2000 Summer,2000,Sydney,Athletics Men's Shot Put,0
31,Evald rma (rman-),M,24.0,174.0,70.0,Estonia,EST,1936 Summer,1936,Berlin,Athletics Men's Pole Vault,0
34,Jamale (Djamel-) Aarrass (Ahrass-),M,30.0,187.0,76.0,France,FRA,2012 Summer,2012,London,"Athletics Men's 1,500 metres",0
47,Erling Rudolf Aastad,M,22.0,177.0,74.0,Norway,NOR,1920 Summer,1920,Antwerpen,Athletics Men's 4 x 100 metres Relay,0
47,Erling Rudolf Aastad,M,22.0,177.0,74.0,Norway,NOR,1920 Summer,1920,Antwerpen,Athletics Men's Long Jump,0
47,Erling Rudolf Aastad,M,26.0,177.0,74.0,Norway,NOR,1924 Summer,1924,Paris,Athletics Men's Long Jump,0
47,Erling Rudolf Aastad,M,30.0,177.0,74.0,Norway,NOR,1928 Summer,1928,Amsterdam,Athletics Men's Long Jump,0
49,Moonika Aava,F,24.0,168.0,65.0,Estonia,EST,2004 Summer,2004,Athina,Athletics Women's Javelin Throw,0
49,Moonika Aava,F,28.0,168.0,65.0,Estonia,EST,2008 Summer,2008,Beijing,Athletics Women's Javelin Throw,0
52,Patrick Abada,M,22.0,189.0,80.0,France,FRA,1976 Summer,1976,Montreal,Athletics Men's Pole Vault,0
55,Antonio Abadia Beci,M,26.0,170.0,65.0,Spain,ESP,2016 Summer,2016,Rio de Janeiro,"Athletics Men's 5,000 metres",0
67,Mariya Vasilyevna Abakumova (-Tarabina),F,22.0,179.0,80.0,Russia,RUS,2008 Summer,2008,Beijing,Athletics Women's Javelin Throw,Silver
67,Mariya Vasilyevna Abakumova (-Tarabina),F,26.0,179.0,80.0,Russia,RUS,2012 Summer,2012,London,Athletics Women's Javelin Throw,0
86,Jos Manuel Abascal Gmez,M,22.0,182.0,67.0,Spain,ESP,1980 Summer,1980,Moskva,"Athletics Men's 1,500 metres",0
86,Jos Manuel Abascal Gmez,M,26.0,182.0,67.0,Spain,ESP,1984 Summer,1984,Los Angeles,"Athletics Men's 1,500 metres",Bronze
88,Nunu Dzhansuhivna Abashydze (-Myslaieva),F,25.0,168.0,105.0,Soviet Union,URS,1980 Summer,1980,Moskva,Athletics Women's Shot Put,0
91,Emanuele Abate,M,27.0,190.0,80.0,Italy,ITA,2012 Summer,2012,London,Athletics Men's 110 metres Hurdles,0
95,Georgia Abatzidou,F,35.0,155.0,43.0,Greece,GRE,2004 Summer,2004,Athina,Athletics Women's Marathon,0
96,Carlos Rodolfo Abaunza Balladares,M,18.0,168.0,60.0,Nicaragua,NCA,2004 Summer,2004,Athina,Athletics Men's 100 metres,0
97,Carlos Alberto Abaunza,M,16.0,180.0,70.0,Nicaragua,NCA,1976 Summer,1976,Montreal,Athletics Men's High Jump,0
109,Abdul Latif Al-Sayed Abbas Youssef Hashem,M,23.0,176.0,64.0,Kuwait,KUW,1976 Summer,1976,Montreal,Athletics Men's 400 metres Hurdles,0
109,Abdul Latif Al-Sayed Abbas Youssef Hashem,M,23.0,176.0,64.0,Kuwait,KUW,1976 Summer,1976,Montreal,Athletics Men's 4 x 100 metres Relay,0
109,Abdul Latif Al-Sayed Abbas Youssef Hashem,M,27.0,176.0,64.0,Kuwait,KUW,1980 Summer,1980,Moskva,Athletics Men's 400 metres Hurdles,0
110,Abubakar Abbas Abbas,M,20.0,175.0,66.0,Bahrain,BRN,2016 Summer,2016,Rio de Janeiro,Athletics Men's 400 metres,0
111,Aqarab Abbas,M,22.0,190.0,88.0,Pakistan,PAK,1996 Summer,1996,Atlanta,Athletics Men's Hammer Throw,0
114,Essa Abbas Faleh Hashem,M,20.0,160.0,65.0,Kuwait,KUW,1980 Summer,1980,Moskva,Athletics Men's Long Jump,0
115,Ghulam Abbas,M,24.0,181.0,74.0,Pakistan,PAK,1992 Summer,1992,Barcelona,Athletics Men's 400 metres Hurdles,0
117,Maher Abbas,M,22.0,178.0,78.0,Lebanon,LIB,1988 Summer,1988,Seoul,Athletics Men's 400 metres,0
117,Maher Abbas,M,22.0,178.0,78.0,Lebanon,LIB,1988 Summer,1988,Seoul,Athletics Men's 800 metres,0
129,Ruslan Abbasov,M,22.0,181.0,74.0,Azerbaijan,AZE,2008 Summer,2008,Beijing,Athletics Men's 100 metres,0
142,"David ""Dave"" Abbott",M,26.0,183.0,75.0,United States,USA,1928 Summer,1928,Amsterdam,"Athletics Men's 5,000 metres",0
160,Ali Abdalla Afringi,M,25.0,163.0,57.0,Eritrea,ERI,2008 Summer,2008,Beijing,"Athletics Men's 5,000 metres",0
166,Omari Abdallah,M,21.0,168.0,57.0,Tanzania,TAN,1964 Summer,1964,Tokyo,Athletics Men's Marathon,0
166,Omari Abdallah,M,29.0,168.0,57.0,Tanzania,TAN,1972 Summer,1972,Munich,Athletics Men's 4 x 400 metres Relay,0
168,Younis Abdallah Rabee,M,23.0,169.0,68.0,Kuwait,KUW,1972 Summer,1972,Munich,Athletics Men's 100 metres,0
169,Raida Abdallah Bader,F,19.0,158.0,49.0,Jordan,JOR,1984 Summer,1984,Los Angeles,"Athletics Women's 3,000 metres",0
204,Moustafa Abdel Naser,M,21.0,176.0,74.0,Libya,LBA,1996 Summer,1996,Atlanta,Athletics Men's 400 metres,0
234,Abdalla Abdelgadir El-Sheikh,M,21.0,170.0,58.0,Sudan,SUD,2008 Summer,2008,Beijing,"Athletics Men's 1,500 metres",0
243,Ihab Abdelrahman El-Sayed Abdelrahman,M,23.0,194.0,96.0,Egypt,EGY,2012 Summer,2012,London,Athletics Men's Javelin Throw,0
247,El-Hachemi Abdenouz,M,24.0,170.0,63.0,Algeria,ALG,1980 Summer,1980,Moskva,"Athletics Men's 5,000 metres",0
248,Rda Abdenouz,M,19.0,170.0,63.0,Algeria,ALG,1988 Summer,1988,Seoul,Athletics Men's 800 metres,0
248,Rda Abdenouz,M,23.0,170.0,63.0,Algeria,ALG,1992 Summer,1992,Barcelona,Athletics Men's 800 metres,0
251,Bashir Abdi,M,27.0,176.0,56.0,Belgium,BEL,2016 Summer,2016,Rio de Janeiro,"Athletics Men's 5,000 metres",0
251,Bashir Abdi,M,27.0,176.0,56.0,Belgium,BEL,2016 Summer,2016,Rio de Janeiro,"Athletics Men's 10,000 metres",0
252,Youcef Abdi,M,30.0,178.0,66.0,Australia,AUS,2008 Summer,2008,Beijing,"Athletics Men's 3,000 metres Steeplechase",0
252,Youcef Abdi,M,34.0,178.0,66.0,Australia,AUS,2012 Summer,2012,London,"Athletics Men's 3,000 metres Steeplechase",0
253,Jamal Abdi Hassan Abdullah,M,19.0,177.0,65.0,Qatar,QAT,1992 Summer,1992,Barcelona,"Athletics Men's 3,000 metres Steeplechase",0
253,Jamal Abdi Hassan Abdullah,M,23.0,177.0,65.0,Qatar,QAT,1996 Summer,1996,Atlanta,"Athletics Men's 3,000 metres Steeplechase",0
254,Talal Omar Abdillahi,M,21.0,170.0,57.0,Djibouti,DJI,1988 Summer,1988,Seoul,"Athletics Men's 10,000 metres",0
254,Talal Omar Abdillahi,M,25.0,170.0,57.0,Djibouti,DJI,1992 Summer,1992,Barcelona,Athletics Men's Marathon,0
256,"Abdihakim ""Abdi"" Abdirahman",M,23.0,178.0,61.0,United States,USA,2000 Summer,2000,Sydney,"Athletics Men's 10,000 metres",0
256,"Abdihakim ""Abdi"" Abdirahman",M,27.0,178.0,61.0,United States,USA,2004 Summer,2004,Athina,"Athletics Men's 10,000 metres",0
256,"Abdihakim ""Abdi"" Abdirahman",M,31.0,178.0,61.0,United States,USA,2008 Summer,2008,Beijing,"Athletics Men's 10,000 metres",0
256,"Abdihakim ""Abdi"" Abdirahman",M,35.0,178.0,61.0,United States,USA,2012 Summer,2012,London,Athletics Men's Marathon,0
263,Hassane Abdou,M,23.0,185.0,67.0,Comoros,COM,1996 Summer,1996,Atlanta,Athletics Men's 400 metres,0
273,Maizurah Abdul Rahim,F,17.0,147.0,50.0,Brunei,BRU,2016 Summer,2016,Rio de Janeiro,Athletics Women's 200 metres,0
274,Mehdi Fahim Abdul Al-Sada,M,24.0,184.0,70.0,Iraq,IRQ,1980 Summer,1980,Moskva,Athletics Men's 4 x 400 metres Relay,0
286,Abdul Aziz Hassan Al-Hadba Abdul Karim Abdul Kareem,M,23.0,169.0,60.0,Kuwait,KUW,1976 Summer,1976,Montreal,Athletics Men's 200 metres,0
286,Abdul Aziz Hassan Al-Hadba Abdul Karim Abdul Kareem,M,23.0,169.0,60.0,Kuwait,KUW,1976 Summer,1976,Montreal,Athletics Men's 4 x 100 metres Relay,0
288,Masoud Abdul Khamis Al-Rahman,M,17.0,176.0,68.0,Qatar,QAT,1992 Summer,1992,Barcelona,Athletics Men's 4 x 400 metres Relay,0
289,Abdul Haji Abdul Latheef,M,17.0,168.0,54.0,Maldives,MDV,1988 Summer,1988,Seoul,Athletics Men's Marathon,0
296,Zambrose Abdul Rahman,M,24.0,173.0,64.0,Malaysia,MAS,1968 Summer,1968,Mexico City,Athletics Men's 400 metres Hurdles,0
299,Dana Abdul Razak (Hussain-),F,22.0,163.0,56.0,Iraq,IRQ,2008 Summer,2008,Beijing,Athletics Women's 100 metres,0
299,Dana Abdul Razak (Hussain-),F,26.0,163.0,56.0,Iraq,IRQ,2012 Summer,2012,London,Athletics Women's 100 metres,0
313,"Lawal Kolawole ""Kola"" Abdulai",M,21.0,172.0,66.0,Nigeria,NGR,1968 Summer,1968,Mexico City,Athletics Men's 100 metres,0
313,"Lawal Kolawole ""Kola"" Abdulai",M,21.0,172.0,66.0,Nigeria,NGR,1968 Summer,1968,Mexico City,Athletics Men's 4 x 100 metres Relay,0
313,"Lawal Kolawole ""Kola"" Abdulai",M,25.0,172.0,66.0,Nigeria,NGR,1972 Summer,1972,Munich,Athletics Men's 100 metres,0
313,"Lawal Kolawole ""Kola"" Abdulai",M,25.0,172.0,66.0,Nigeria,NGR,1972 Summer,1972,Munich,Athletics Men's 4 x 100 metres Relay,0
314,"Rukayatu ""Ruky"" Abdulai",F,22.0,180.0,59.0,Canada,CAN,2008 Summer,2008,Beijing,Athletics Women's Long Jump,0
321,Ahmad Hassan Abdullah,M,27.0,164.0,55.0,Qatar,QAT,2008 Summer,2008,Beijing,"Athletics Men's 10,000 metres",0
340,Laye Abdullayeva,F,21.0,170.0,47.0,Azerbaijan,AZE,2012 Summer,2012,London,"Athletics Women's 5,000 metres",0
347,Najim Abdulrazak Al-Enazy,M,18.0,150.0,60.0,Kuwait,KUW,1980 Summer,1980,Moskva,Athletics Men's Discus Throw,0
348,Zeyad Abdulrazak Al-Khudhur Al-Enazy,M,19.0,181.0,66.0,Kuwait,KUW,1988 Summer,1988,Seoul,Athletics Men's 110 metres Hurdles,0
348,Zeyad Abdulrazak Al-Khudhur Al-Enazy,M,23.0,181.0,66.0,Kuwait,KUW,1992 Summer,1992,Barcelona,Athletics Men's 110 metres Hurdles,0
359,Andrey Khakimovich Abduvaliyev,M,26.0,190.0,125.0,Unified Team,EUN,1992 Summer,1992,Barcelona,Athletics Men's Hammer Throw,Gold
359,Andrey Khakimovich Abduvaliyev,M,34.0,190.0,125.0,Uzbekistan,UZB,2000 Summer,2000,Sydney,Athletics Men's Hammer Throw,0
362,Isao Ko Abe,M,24.0,177.0,75.0,Japan,JPN,1936 Summer,1936,Berlin,Athletics Men's Hammer Throw,0
368,Naoki Abe,M,23.0,173.0,68.0,Japan,JPN,1968 Summer,1968,Mexico City,Athletics Men's 4 x 100 metres Relay,0
368,Naoki Abe,M,23.0,173.0,68.0,Japan,JPN,1968 Summer,1968,Mexico City,Athletics Men's Long Jump,0
379,Addis Abebe,M,21.0,160.0,50.0,Ethiopia,ETH,1992 Summer,1992,Barcelona,"Athletics Men's 5,000 metres",0
379,Addis Abebe,M,21.0,160.0,50.0,Ethiopia,ETH,1992 Summer,1992,Barcelona,"Athletics Men's 10,000 metres",Bronze
397,Mara Abel Diguez,F,25.0,163.0,46.0,Spain,ESP,2000 Summer,2000,Sydney,"Athletics Women's 10,000 metres",0
397,Mara Abel Diguez,F,29.0,163.0,46.0,Spain,ESP,2004 Summer,2004,Athina,Athletics Women's Marathon,0
402,Arthur Abele,M,22.0,184.0,85.0,Germany,GER,2008 Summer,2008,Beijing,Athletics Men's Decathlon,0
402,Arthur Abele,M,30.0,184.0,85.0,Germany,GER,2016 Summer,2016,Rio de Janeiro,Athletics Men's Decathlon,0
408,Alfonso Abelln Lpez,M,37.0,174.0,63.0,Spain,ESP,1988 Summer,1988,Seoul,Athletics Men's Marathon,0
410,Edwige Marie Abna Fouda,F,23.0,173.0,61.0,Cameroon,CMR,1996 Summer,1996,Atlanta,Athletics Women's 4 x 100 metres Relay,0
411,Gezahgne Abera,M,22.0,166.0,58.0,Ethiopia,ETH,2000 Summer,2000,Sydney,Athletics Men's Marathon,Gold
412,Tesfaye Abera Dibaba,M,24.0,192.0,68.0,Ethiopia,ETH,2016 Summer,2016,Rio de Janeiro,Athletics Men's Marathon,0
416,Nils Georg berg,M,19.0,181.0,78.0,Sweden,SWE,1912 Summer,1912,Stockholm,Athletics Men's Long Jump,Bronze
416,Nils Georg berg,M,19.0,181.0,78.0,Sweden,SWE,1912 Summer,1912,Stockholm,Athletics Men's Triple Jump,Silver
419,Majken berg,F,30.0,170.0,60.0,Sweden,SWE,1948 Summer,1948,London,Athletics Women's Discus Throw,0
420,"Olof Viktor ""Olle"" berg",M,27.0,181.0,78.0,Sweden,SWE,1952 Summer,1952,Helsinki,"Athletics Men's 1,500 metres",0
427,Pasqualino Abeti,M,24.0,173.0,66.0,Italy,ITA,1972 Summer,1972,Munich,Athletics Men's 200 metres,0
428,Elvan Abeylegesse,F,21.0,159.0,40.0,Turkey,TUR,2004 Summer,2004,Athina,"Athletics Women's 1,500 metres",0
428,Elvan Abeylegesse,F,21.0,159.0,40.0,Turkey,TUR,2004 Summer,2004,Athina,"Athletics Women's 5,000 metres",0
428,Elvan Abeylegesse,F,25.0,159.0,40.0,Turkey,TUR,2008 Summer,2008,Beijing,"Athletics Women's 5,000 metres",Silver
428,Elvan Abeylegesse,F,25.0,159.0,40.0,Turkey,TUR,2008 Summer,2008,Beijing,"Athletics Women's 10,000 metres",0
440,Mitsuhiro Abiko,M,19.0,169.0,62.0,Japan,JPN,2008 Summer,2008,Beijing,Athletics Men's 4 x 400 metres Relay,0
441,Tomomi Abiko,F,24.0,173.0,53.0,Japan,JPN,2012 Summer,2012,London,Athletics Women's Pole Vault,0
445,Endurance Abinuwa,F,24.0,159.0,54.0,Nigeria,NGR,2012 Summer,2012,London,Athletics Women's 4 x 100 metres Relay,0
449,Inga Eduardovna Abitova,F,26.0,164.0,58.0,Russia,RUS,2008 Summer,2008,Beijing,"Athletics Women's 10,000 metres",0
454,"Edgar Allen ""Ed"" Ablowich",M,19.0,182.0,68.0,United States,USA,1932 Summer,1932,Los Angeles,Athletics Men's 4 x 400 metres Relay,Gold
459,Bukola Dammy Abogunloko,F,17.0,170.0,53.0,Nigeria,NGR,2012 Summer,2012,London,Athletics Women's 4 x 400 metres Relay,0
461,Mohamed Aboker,M,26.0,175.0,61.0,Somalia,SOM,1972 Summer,1972,Munich,Athletics Men's 800 metres,0
461,Mohamed Aboker,M,26.0,175.0,61.0,Somalia,SOM,1972 Summer,1972,Munich,"Athletics Men's 1,500 metres",0
464,Abdul Razzak Aboobakur,M,25.0,168.0,59.0,Maldives,MDV,1988 Summer,1988,Seoul,Athletics Men's 4 x 100 metres Relay,0
479,Zaid Abou Hamed,M,30.0,182.0,79.0,Syria,SYR,2000 Summer,2000,Sydney,Athletics Men's 400 metres Hurdles,0
488,Ibrahim Mohamedin Aboubaker,M,21.0,190.0,65.0,Qatar,QAT,2004 Summer,2004,Athina,Athletics Men's Triple Jump,0
488,Ibrahim Mohamedin Aboubaker,M,25.0,190.0,65.0,Qatar,QAT,2008 Summer,2008,Beijing,Athletics Men's Triple Jump,0
490,Fathi Khalifa Aboud,M,23.0,175.0,75.0,Libya,LBA,1988 Summer,1988,Seoul,Athletics Men's Triple Jump,0
493,Rabah Aboud,M,31.0,180.0,64.0,Algeria,ALG,2012 Summer,2012,London,"Athletics Men's 5,000 metres",0
503,Adeola Aboyade-Cole,M,22.0,193.0,78.0,Nigeria,NGR,1972 Summer,1972,Munich,Athletics Men's 110 metres Hurdles,0
505,"Alexander ""Alex"" Abraham (Steglitz)",M,25.0,186.0,84.0,Germany,GER,1912 Summer,1912,Stockholm,Athletics Men's Decathlon,0
511,Tadesse Abraham,M,33.0,178.0,61.0,Switzerland,SUI,2016 Summer,2016,Rio de Janeiro,Athletics Men's Marathon,0
512,Shiny Kurisingal Abraham-Wilson,F,19.0,167.0,53.0,India,IND,1984 Summer,1984,Los Angeles,Athletics Women's 800 metres,0
512,Shiny Kurisingal Abraham-Wilson,F,19.0,167.0,53.0,India,IND,1984 Summer,1984,Los Angeles,Athletics Women's 4 x 400 metres Relay,0
512,Shiny Kurisingal Abraham-Wilson,F,23.0,167.0,53.0,India,IND,1988 Summer,1988,Seoul,Athletics Women's 800 metres,0
512,Shiny Kurisingal Abraham-Wilson,F,23.0,167.0,53.0,India,IND,1988 Summer,1988,Seoul,Athletics Women's 4 x 400 metres Relay,0
512,Shiny Kurisingal Abraham-Wilson,F,27.0,167.0,53.0,India,IND,1992 Summer,1992,Barcelona,Athletics Women's 800 metres,0
512,Shiny Kurisingal Abraham-Wilson,F,31.0,167.0,53.0,India,IND,1996 Summer,1996,Atlanta,Athletics Women's 4 x 400 metres Relay,0
517,Glen Abrahams Martnez,M,22.0,179.0,72.0,Costa Rica,CRC,1984 Summer,1984,Los Angeles,Athletics Men's 100 metres,0
517,Glen Abrahams Martnez,M,22.0,179.0,72.0,Costa Rica,CRC,1984 Summer,1984,Los Angeles,Athletics Men's 200 metres,0
518,Guy A. Abrahams,M,23.0,173.0,65.0,Panama,PAN,1976 Summer,1976,Montreal,Athletics Men's 100 metres,0
518,Guy A. Abrahams,M,23.0,173.0,65.0,Panama,PAN,1976 Summer,1976,Montreal,Athletics Men's 200 metres,0
519,Harold Maurice Abrahams,M,20.0,183.0,75.0,Great Britain,GBR,1920 Summer,1920,Antwerpen,Athletics Men's 100 metres,0
519,Harold Maurice Abrahams,M,20.0,183.0,75.0,Great Britain,GBR,1920 Summer,1920,Antwerpen,Athletics Men's 200 metres,0
519,Harold Maurice Abrahams,M,20.0,183.0,75.0,Great Britain,GBR,1920 Summer,1920,Antwerpen,Athletics Men's 4 x 100 metres Relay,0
519,Harold Maurice Abrahams,M,20.0,183.0,75.0,Great Britain,GBR,1920 Summer,1920,Antwerpen,Athletics Men's Long Jump,0
519,Harold Maurice Abrahams,M,24.0,183.0,75.0,Great Britain,GBR,1924 Summer,1924,Paris,Athletics Men's 100 metres,Gold
519,Harold Maurice Abrahams,M,24.0,183.0,75.0,Great Britain,GBR,1924 Summer,1924,Paris,Athletics Men's 200 metres,0
519,Harold Maurice Abrahams,M,24.0,183.0,75.0,Great Britain,GBR,1924 Summer,1924,Paris,Athletics Men's 4 x 100 metres Relay,Silver
527,Erik Adolf Efraim Abrahamsson,M,22.0,172.0,61.0,Sweden,SWE,1920 Summer,1920,Antwerpen,Athletics Men's Long Jump,Bronze
533,Yelena Vasilyevna Abramchuk (Kopets-),F,28.0,182.0,95.0,Belarus,BLR,2016 Summer,2016,Rio de Janeiro,Athletics Women's Shot Put,0
542,Nikolay Kuzmich Abramov,M,30.0,164.0,59.0,Soviet Union,URS,1964 Summer,1964,Tokyo,Athletics Men's Marathon,0
545,Valery Aleksandrovich Abramov,M,23.0,173.0,61.0,Soviet Union,URS,1980 Summer,1980,Moskva,"Athletics Men's 5,000 metres",0
551,Aliyah Abrams,F,19.0,163.0,53.0,Guyana,GUY,2016 Summer,2016,Rio de Janeiro,Athletics Women's 400 metres,0
554,Benik Abramyan,M,31.0,186.0,115.0,Georgia,GEO,2016 Summer,2016,Rio de Janeiro,Athletics Men's Shot Put,0
555,Antnio da Cunha Meneses Martins Abrantes,M,20.0,176.0,68.0,Portugal,POR,1988 Summer,1988,Seoul,Athletics Men's 800 metres,0
555,Antnio da Cunha Meneses Martins Abrantes,M,20.0,176.0,68.0,Portugal,POR,1988 Summer,1988,Seoul,Athletics Men's 4 x 400 metres Relay,0
555,Antnio da Cunha Meneses Martins Abrantes,M,24.0,176.0,68.0,Portugal,POR,1992 Summer,1992,Barcelona,Athletics Men's 800 metres,0
555,Antnio da Cunha Meneses Martins Abrantes,M,28.0,176.0,68.0,Portugal,POR,1996 Summer,1996,Atlanta,Athletics Men's 800 metres,0
556,Arnaldo Lus Isaas Abrantes,M,21.0,183.0,72.0,Portugal,POR,2008 Summer,2008,Beijing,Athletics Men's 200 metres,0
556,Arnaldo Lus Isaas Abrantes,M,25.0,183.0,72.0,Portugal,POR,2012 Summer,2012,London,Athletics Men's 200 metres,0
557,Arnaldo Joaquim Castro Abrantes,M,26.0,174.0,68.0,Portugal,POR,1988 Summer,1988,Seoul,Athletics Men's 4 x 100 metres Relay,0
574,rika Abril Surez,F,34.0,164.0,52.0,Colombia,COL,2012 Summer,2012,London,Athletics Women's Marathon,0
574,rika Abril Surez,F,38.0,164.0,52.0,Colombia,COL,2016 Summer,2016,Rio de Janeiro,Athletics Women's Marathon,0
584,Ayele Abshero Biza,M,21.0,168.0,62.0,Ethiopia,ETH,2012 Summer,2012,London,Athletics Men's Marathon,0
585,Brian Kenneth Abshire,M,24.0,180.0,59.0,United States,USA,1988 Summer,1988,Seoul,"Athletics Men's 3,000 metres Steeplechase",0
587,Gudrun Maria Abt,F,26.0,178.0,61.0,West Germany,FRG,1988 Summer,1988,Seoul,Athletics Women's 400 metres Hurdles,0
587,Gudrun Maria Abt,F,26.0,178.0,61.0,West Germany,FRG,1988 Summer,1988,Seoul,Athletics Women's 4 x 400 metres Relay,0
590,Mohamed Abu Abdullah,M,27.0,173.0,74.0,Bangladesh,BAN,2008 Summer,2008,Beijing,Athletics Men's 100 metres,0
593,Methkal Marouf Abu Drais,M,28.0,168.0,67.0,Jordan,JOR,2012 Summer,2012,London,Athletics Men's Marathon,0
593,Methkal Marouf Abu Drais,M,32.0,168.0,67.0,Jordan,JOR,2016 Summer,2016,Rio de Janeiro,Athletics Men's Marathon,0
595,Majed Abu Maraheel,M,33.0,180.0,76.0,Palestine,PLE,1996 Summer,1996,Atlanta,"Athletics Men's 10,000 metres",0
600,Nagmeldin Ali Abubakr,M,18.0,172.0,63.0,Sudan,SUD,2004 Summer,2004,Athina,Athletics Men's 400 metres,0
600,Nagmeldin Ali Abubakr,M,22.0,172.0,63.0,Sudan,SUD,2008 Summer,2008,Beijing,Athletics Men's 400 metres,0
601,Sanna Abubkheet,F,19.0,157.0,52.0,Palestine,PLE,2004 Summer,2004,Athina,Athletics Women's 800 metres,0
604,"Folashade ""Shade"" Abugan",F,17.0,150.0,64.0,Nigeria,NGR,2008 Summer,2008,Beijing,Athletics Women's 400 metres,0
604,"Folashade ""Shade"" Abugan",F,17.0,150.0,64.0,Nigeria,NGR,2008 Summer,2008,Beijing,Athletics Women's 4 x 400 metres Relay,0
605,Fernando J. Abugattas Aboino,M,20.0,190.0,80.0,Peru,PER,1968 Summer,1968,Mexico City,Athletics Men's High Jump,0
606,Roberto Abugattas Aboino,M,21.0,182.0,77.0,Peru,PER,1964 Summer,1964,Tokyo,Athletics Men's High Jump,0
606,Roberto Abugattas Aboino,M,25.0,182.0,77.0,Peru,PER,1968 Summer,1968,Mexico City,Athletics Men's High Jump,0
609,Fartun Abukar Omar,F,18.0,170.0,58.0,Somalia,SOM,2004 Summer,2004,Athina,Athletics Women's 100 metres,0
611,Mohammed Abukhousa,M,23.0,170.0,67.0,Palestine,PLE,2016 Summer,2016,Rio de Janeiro,Athletics Men's 100 metres,0
613,Kariman Abuljadayel,F,22.0,180.0,70.0,Saudi Arabia,KSA,2016 Summer,2016,Rio de Janeiro,Athletics Women's 100 metres,0
616,Shigeru Aburaya,M,27.0,163.0,51.0,Japan,JPN,2004 Summer,2004,Athina,Athletics Men's Marathon,0
628,Jacques Accambray,M,22.0,194.0,125.0,France,FRA,1972 Summer,1972,Munich,Athletics Men's Hammer Throw,0
628,Jacques Accambray,M,26.0,194.0,125.0,France,FRA,1976 Summer,1976,Montreal,Athletics Men's Hammer Throw,0
641,Jos Aceituno,M,23.0,167.0,58.0,Chile,CHI,1960 Summer,1960,Roma,"Athletics Men's 5,000 metres",0
643,Marco Acerbi,M,23.0,190.0,74.0,Italy,ITA,1972 Summer,1972,Munich,Athletics Men's 110 metres Hurdles,0
644,Claudia Acerenza Marez,F,22.0,160.0,55.0,Uruguay,URU,1988 Summer,1988,Seoul,Athletics Women's 100 metres,0
644,Claudia Acerenza Marez,F,22.0,160.0,55.0,Uruguay,URU,1988 Summer,1988,Seoul,Athletics Women's 200 metres,0
649,Fernando Acevedo Portugues,M,22.0,175.0,65.0,Peru,PER,1968 Summer,1968,Mexico City,Athletics Men's 200 metres,0
649,Fernando Acevedo Portugues,M,26.0,175.0,65.0,Peru,PER,1972 Summer,1972,Munich,Athletics Men's 400 metres,0
651,Jos Eduardo Acevedo Herrera,M,22.0,179.0,65.0,Venezuela,VEN,2008 Summer,2008,Beijing,Athletics Men's 200 metres,0
668,Gemma Acheampong,F,23.0,163.0,54.0,Ghana,GHA,2016 Summer,2016,Rio de Janeiro,Athletics Women's 4 x 100 metres Relay,0
672,Wilson Achia,M,25.0,167.0,52.0,Uganda,UGA,1984 Summer,1984,Los Angeles,Athletics Men's Marathon,0
675,"Onochie Lawrence ""Larry"" Achike",M,25.0,188.0,75.0,Great Britain,GBR,2000 Summer,2000,Sydney,Athletics Men's Triple Jump,0
675,"Onochie Lawrence ""Larry"" Achike",M,33.0,188.0,75.0,Great Britain,GBR,2008 Summer,2008,Beijing,Athletics Men's Triple Jump,0
681,Janet Achola,F,24.0,167.0,52.0,Uganda,UGA,2012 Summer,2012,London,"Athletics Women's 1,500 metres",0
682,Julius Achon,M,19.0,168.0,55.0,Uganda,UGA,1996 Summer,1996,Atlanta,"Athletics Men's 1,500 metres",0
682,Julius Achon,M,23.0,168.0,55.0,Uganda,UGA,2000 Summer,2000,Sydney,"Athletics Men's 1,500 metres",0
684,Ahmed Mohamed Achouche,M,28.0,191.0,110.0,Egypt,EGY,1984 Summer,1984,Los Angeles,Athletics Men's Shot Put,0
684,Ahmed Mohamed Achouche,M,32.0,191.0,110.0,Egypt,EGY,1988 Summer,1988,Seoul,Athletics Men's Shot Put,0
691,Assumpta Achuo-Bei,F,20.0,159.0,55.0,Cameroon,CMR,1988 Summer,1988,Seoul,Athletics Women's 400 metres,0
691,Assumpta Achuo-Bei,F,20.0,159.0,55.0,Cameroon,CMR,1988 Summer,1988,Seoul,Athletics Women's 800 metres,0
694,Oliver M. Acii,F,18.0,167.0,55.0,Uganda,UGA,1988 Summer,1988,Seoul,Athletics Women's 200 metres,0
694,Oliver M. Acii,F,18.0,167.0,55.0,Uganda,UGA,1988 Summer,1988,Seoul,Athletics Women's 4 x 100 metres Relay,0
701,Georg Ackermann,M,24.0,191.0,75.0,Germany,GER,1996 Summer,1996,Atlanta,Athletics Men's Long Jump,0
703,"Marianne ""Marjan"" Ackermans-Thomas",F,26.0,180.0,70.0,Netherlands,NED,1968 Summer,1968,Mexico City,Athletics Women's Pentathlon,0
707,Urban Acman,M,24.0,180.0,83.0,Slovenia,SLO,2000 Summer,2000,Sydney,Athletics Men's 4 x 100 metres Relay,0
709,Asuncin Acosta Galano,F,18.0,169.0,52.0,Cuba,CUB,1972 Summer,1972,Munich,Athletics Women's 400 metres,0
